asset,n_windows,mean_tp_h1,median_tp_h1,mean_volatility_window,mean_volatility_annualized,spearman_rho_tp_h1_volatility,p_value_tp_h1_volatility
ABEV3.SA,783,2.605285578532237,2.48437762260437,0.015324117349095945,0.24326282140366937,-0.04787894668112122,0.18077178609942968
ITUB4.SA,783,3.250728409561313,3.1025973558425903,0.0180442474673133,0.2864435483629085,-0.3217579885527424,2.5634419292391402e-20
LREN3.SA,783,3.202973195153026,3.2047781944274902,0.02296057374919905,0.36448780859843166,-0.03030232658536495,0.3971268610814817
PETR4.SA,783,2.654271631938135,2.532482385635376,0.025102704908180166,0.39849308653251125,-0.011132239002547544,0.7557885965906247
VALE3.SA,783,2.3095433688407354,2.199931263923645,0.022637106265419343,0.35935292148265013,0.01445895699609179,0.6862367958583832
WEGE3.SA,783,3.171762055554457,3.075215697288513,0.01852940709650488,0.29414521871296395,-0.15884987178279608,7.960430071323923e-06
