asset,window_id,reference_date,window_start_date,window_end_date,tau,embedding_dimension,n_window_obs,n_embedding_points,homology_dimension,tp_h1_real,n_h1_features_real,surrogate_count,surrogate_mean,surrogate_std,surrogate_median,surrogate_min,surrogate_max,envelope_lower,envelope_upper,lower_quantile,upper_quantile,above_envelope,below_envelope,inside_envelope,distance_to_surrogate_mean,z_score_vs_surrogates,n_h1_features,volatility_window,volatility_annualized
ITUB4.SA,189,2014-01-24,2013-10-25,2014-01-24,2,5,60,52,1,5.858540058135986,22,1000,2.869364573597908,1.1196291149884199,2.7808110117912292,0.4320155680179596,6.986461639404297,1.0433457225561142,5.311379554867744,0.025,0.975,True,False,False,2.9891754845380785,2.6697907767153723,22,0.014946358076594519,0.2372660788607447
ITUB4.SA,274,2015-10-13,2015-07-20,2015-10-13,2,5,60,52,1,5.562422394752502,33,1000,2.8839028767049313,1.1151775134273443,2.764998435974121,0.3669096827507019,6.766602039337158,1.1123967871069909,5.357485723495484,0.025,0.975,True,False,False,2.678519518047571,2.4018772668895654,33,0.02372104449910937,0.37655990750004065
ITUB4.SA,275,2015-10-20,2015-07-27,2015-10-20,2,5,60,52,1,6.5317347049713135,31,1000,2.889948208361864,1.1188414921299408,2.7891770005226135,0.12639963626861572,7.146890878677368,1.0366196438670159,5.496071177721023,0.025,0.975,True,False,False,3.6417864966094493,3.2549619604083264,31,0.02353794941723489,0.3736533631825274
ITUB4.SA,276,2015-10-27,2015-08-03,2015-10-27,2,5,60,52,1,5.5134700536727905,32,1000,2.884780697673559,1.1400291651582928,2.770857572555542,0.2828214764595032,7.948437452316284,0.9412145018577576,5.457700937986374,0.025,0.975,True,False,False,2.6286893559992315,2.3058088655426974,32,0.023275531990372342,0.3694876156755207
ITUB4.SA,277,2015-11-04,2015-08-10,2015-11-04,2,5,60,52,1,6.357068419456482,30,1000,2.8756503300964833,1.104864670759587,2.7871500849723816,0.302635133266449,6.692783355712891,0.954235315322876,5.302173095941543,0.025,0.975,True,False,False,3.4814180893599986,3.150990507250582,30,0.024594026786585496,0.3904180716897974
ITUB4.SA,278,2015-11-11,2015-08-17,2015-11-11,2,5,60,52,1,6.00457489490509,29,1000,2.900704330265522,1.1103445420960332,2.785020112991333,0.3403106927871704,7.439050197601318,1.0651708975434304,5.278767910599709,0.025,0.975,True,False,False,3.103870564639568,2.7954120968436444,29,0.024650154648944753,0.391309073882343
ITUB4.SA,342,2017-02-24,2016-12-01,2017-02-24,2,5,60,52,1,5.60565972328186,27,1000,2.9188040371537207,1.1209617421947138,2.837212026119232,0.31022608280181885,7.198273658752441,1.0117046341300011,5.373390966653823,0.025,0.975,True,False,False,2.6868556861281396,2.3969200597939997,27,0.017036771620672162,0.2704503651102083
ITUB4.SA,412,2018-07-17,2018-04-20,2018-07-17,2,5,60,52,1,6.324460744857788,29,1000,2.82119445052743,1.0957460484211976,2.7019144892692566,0.4445915222167969,6.536030292510986,1.0140975952148437,5.244517540931701,0.025,0.975,True,False,False,3.5032662943303583,3.1971516569720047,29,0.02005984004114173,0.31844008853158023
ITUB4.SA,413,2018-07-24,2018-04-27,2018-07-24,2,5,60,52,1,6.090833306312561,27,1000,2.8088680145740508,1.0846408474992766,2.713456630706787,0.30510735511779785,6.816903233528137,0.979948204755783,5.178100168704986,0.025,0.975,True,False,False,3.2819652917385103,3.025854410061483,27,0.02044896471960654,0.3246172513008754
ITUB4.SA,414,2018-07-31,2018-05-07,2018-07-31,2,5,60,52,1,7.05316162109375,29,1000,2.8616323748528956,1.1069722803893778,2.7627323269844055,0.3258911967277527,7.205724716186523,1.0460882291197777,5.3501982301473605,0.025,0.975,True,False,False,4.191529246240854,3.7864807642396276,29,0.020767397190548348,0.3296722100657543
ITUB4.SA,415,2018-08-07,2018-05-14,2018-08-07,2,5,60,52,1,5.33314573764801,25,1000,2.88251787891984,1.1014272149801507,2.745058596134186,0.39013391733169556,7.813372850418091,1.0560619816184045,5.250401604175567,0.025,0.975,True,False,False,2.4506278587281702,2.224956697453979,25,0.02069179417356843,0.328472049377984
ITUB4.SA,416,2018-08-14,2018-05-21,2018-08-14,2,5,60,52,1,5.3890460729599,24,1000,2.911415069282055,1.1157145052776258,2.796858072280884,0.29911965131759644,7.199758768081665,1.0075180232524872,5.29166209101677,0.025,0.975,True,False,False,2.477631003677845,2.2206675560441247,24,0.020271751569248115,0.32180407975148323
ITUB4.SA,457,2019-06-17,2019-03-22,2019-06-17,2,5,60,52,1,5.354368686676025,34,1000,2.866022456794977,1.092711500755121,2.7935804426670074,0.29180610179901123,6.6037598848342896,1.008814422786236,5.2885794043540955,0.025,0.975,True,False,False,2.4883462298810484,2.2772215979803185,34,0.014741887065558863,0.23402020218761097
ITUB4.SA,458,2019-06-25,2019-03-29,2019-06-25,2,5,60,52,1,6.2744752168655396,36,1000,2.8617023876309395,1.1178812640864821,2.7354791164398193,0.45120322704315186,7.421413779258728,0.9689126819372177,5.166177096962929,0.025,0.975,True,False,False,3.4127728292346,3.0528938438050246,36,0.013435054246008533,0.21327487431360584
ITUB4.SA,459,2019-07-02,2019-04-05,2019-07-02,2,5,60,52,1,6.142560720443726,32,1000,2.875673160940409,1.1453054617067315,2.7674167454242706,0.35439687967300415,7.005415081977844,0.9265754163265228,5.347663581371306,0.025,0.975,True,False,False,3.2668875595033167,2.85241594380857,32,0.013373298333976184,0.21229452960225237
ITUB4.SA,460,2019-07-10,2019-04-12,2019-07-10,2,5,60,52,1,6.294458866119385,30,1000,2.912638336867094,1.1440178020940108,2.766516864299774,0.29165124893188477,7.633173704147339,1.0497855573892594,5.40308076441288,0.025,0.975,True,False,False,3.3818205292522907,2.956090825739079,30,0.012946624187933107,0.20552128751450735
ITUB4.SA,484,2020-01-02,2019-10-03,2020-01-02,2,5,60,52,1,5.51384174823761,25,1000,2.893412882179022,1.1273685758174703,2.8196187019348145,0.5059322714805603,7.514217853546143,1.0149699851870537,5.251426538825035,0.025,0.975,True,False,False,2.620428866058588,2.32437635948694,25,0.01343187999511132,0.21322448464276814
ITUB4.SA,485,2020-01-09,2019-10-10,2020-01-09,2,5,60,52,1,6.285247802734375,31,1000,2.8763623278141024,1.1392806003630571,2.747879147529602,0.3835991621017456,7.583631753921509,1.0185674622654914,5.330752956867217,0.025,0.975,True,False,False,3.4088854749202726,2.992138612589344,31,0.014159170615276582,0.22476986531373147
ITUB4.SA,486,2020-01-16,2019-10-17,2020-01-16,2,5,60,52,1,6.905141592025757,30,1000,2.870958642780781,1.123861226822023,2.790249764919281,0.4838749170303345,7.334814071655273,0.9243073791265488,5.300841954350471,0.025,0.975,True,False,False,4.0341829492449754,3.589573919773493,30,0.014012726680676494,0.22244513992193762
ITUB4.SA,487,2020-01-23,2019-10-24,2020-01-23,2,5,60,52,1,6.273985862731934,27,1000,2.8653474020957947,1.1207330539386235,2.7303107380867004,0.3527914881706238,7.587947964668274,0.9898456186056137,5.414444306492805,0.025,0.975,True,False,False,3.408638460636139,3.0414365389305376,27,0.013953097718871606,0.2214985594987014
ITUB4.SA,616,2022-08-29,2022-06-06,2022-08-29,2,5,60,52,1,5.524679660797119,23,1000,2.875327567398548,1.1688266650033714,2.736518144607544,0.3492279648780823,7.958827018737793,0.9114540398120881,5.430850514769554,0.025,0.975,True,False,False,2.649352093398571,2.2666766362580626,23,0.013598983191372219,0.21587716564631027
ITUB4.SA,618,2022-09-13,2022-06-21,2022-09-13,2,5,60,52,1,5.58508574962616,24,1000,2.869062209159136,1.1441160519770424,2.745064079761505,0.42314964532852173,7.07735276222229,1.0096339195966721,5.521820059418677,0.025,0.975,True,False,False,2.716023540467024,2.373905632888999,24,0.012501921751682183,0.19846185519204035
ITUB4.SA,677,2023-11-20,2023-08-23,2023-11-20,2,5,60,52,1,5.661300420761108,28,1000,2.945499538987875,1.14270459341863,2.8777740001678467,0.547274112701416,6.96756899356842,0.9995373755693435,5.501384711265561,0.025,0.975,True,False,False,2.7158008817732333,2.3766430076633984,28,0.01355704278078628,0.21521138226854425
ITUB4.SA,678,2023-11-27,2023-08-30,2023-11-27,2,5,60,52,1,6.510680556297302,26,1000,2.939877548635006,1.1641471135833896,2.842009961605072,0.22433805465698242,7.362630248069763,1.0265540458261968,5.488739484548569,0.025,0.975,True,False,False,3.5708030076622963,3.067312512308621,26,0.012466943572651407,0.19790659381386438
ITUB4.SA,726,2024-11-07,2024-08-16,2024-11-07,2,5,60,52,1,5.643583655357361,31,1000,2.9134622776806354,1.1387684199223007,2.7893134355545044,0.45157116651535034,7.277326941490173,1.040105864405632,5.339168310165405,0.025,0.975,True,False,False,2.7301213776767255,2.397433341067716,31,0.01026736583103624,0.16298937965186347
ITUB4.SA,767,2025-09-08,2025-06-16,2025-09-08,2,5,60,52,1,5.931551218032837,23,1000,2.9172160271406176,1.1551424959546097,2.7973954677581787,0.37479424476623535,7.587946653366089,1.0662572622299196,5.514932259917258,0.025,0.975,True,False,False,3.0143351908922194,2.609492076907077,23,0.012997485047172205,0.20632867862458965
ITUB4.SA,768,2025-09-15,2025-06-24,2025-09-15,2,5,60,52,1,7.187403857707977,28,1000,2.943138163626194,1.1925106657140196,2.8038440346717834,0.16238456964492798,8.452408194541931,0.9722486227750778,5.656051194667815,0.025,0.975,True,False,False,4.244265694081783,3.5591008249309994,28,0.013113798424139575,0.20817509624222427
ITUB4.SA,777,2025-11-17,2025-08-26,2025-11-17,2,5,60,52,1,6.383275032043457,23,1000,2.876486850261688,1.1398977369008962,2.712755501270294,0.3958410620689392,7.173089861869812,1.0394924640655518,5.411569875478744,0.025,0.975,True,False,False,3.506788181781769,3.0764059513933857,23,0.01024216936433555,0.1625893981430182
ITUB4.SA,778,2025-11-25,2025-09-02,2025-11-25,2,5,60,52,1,7.950032591819763,23,1000,2.8499004645347594,1.1389356572556375,2.712985038757324,0.32760268449783325,7.515267372131348,0.9851373165845871,5.30195942223072,0.025,0.975,True,False,False,5.100132127285004,4.477980906818043,23,0.009703963091978273,0.1540456384387435
ITUB4.SA,779,2025-12-02,2025-09-09,2025-12-02,2,5,60,52,1,5.944378972053528,22,1000,2.8176784376502035,1.115246137096457,2.6674845814704895,0.4463028907775879,6.8353071212768555,1.0094511300325393,5.116924679279326,0.025,0.975,True,False,False,3.1267005344033243,2.8035968297937246,22,0.010478294571984863,0.1663377696092996
LREN3.SA,130,2012-11-12,2012-08-16,2012-11-12,2,5,60,52,1,5.9244385957717896,27,1000,3.0066346317529677,1.1237815377775082,2.9059261083602905,0.5467711687088013,7.3806822299957275,1.1331779479980468,5.527444446086884,0.025,0.975,True,False,False,2.917803964018822,2.596415643016644,27,0.015554946270093923,0.24692711692584157
LREN3.SA,176,2013-10-17,2013-07-26,2013-10-17,2,5,60,52,1,5.795939207077026,29,1000,2.9113588815033435,1.1215130009224004,2.7338100373744965,0.31451326608657837,7.086105704307556,1.1247288644313813,5.405339190363884,0.025,0.975,True,False,False,2.884580325573683,2.5720435904008503,29,0.02180222527529207,0.34609959663737727
LREN3.SA,195,2014-03-11,2013-12-10,2014-03-11,2,5,60,52,1,5.3837538957595825,27,1000,2.9430373201966287,1.1310206294017546,2.8657020330429077,0.6191971898078918,6.949091196060181,1.1015685483813287,5.296822601556777,0.025,0.975,True,False,False,2.440716575562954,2.15797706258811,27,0.01732544048235446,0.2750328412257651
LREN3.SA,210,2014-07-01,2014-04-02,2014-07-01,2,5,60,52,1,6.893583178520203,30,1000,2.97478879147768,1.1700619553068194,2.8692547082901,0.3032776713371277,7.678727507591248,1.0049059510231018,5.540100541710854,0.025,0.975,True,False,False,3.9187943870425226,3.3492195599291295,30,0.013370471626952376,0.21224965701936696
LREN3.SA,211,2014-07-08,2014-04-09,2014-07-08,2,5,60,52,1,6.816679835319519,30,1000,2.9660226193368433,1.157674936461867,2.884422540664673,0.37795788049697876,7.523643136024475,1.0155817359685897,5.360733377933502,0.025,0.975,True,False,False,3.8506572159826757,3.326198999998402,30,0.013239118027240409,0.210164483267461
LREN3.SA,212,2014-07-16,2014-04-16,2014-07-16,2,5,60,52,1,6.230492115020752,31,1000,3.005237326681614,1.1524478398455424,2.858424484729767,0.3736101984977722,7.327908158302307,1.1355658903717996,5.50982023179531,0.025,0.975,True,False,False,3.225254788339138,2.7986123769136526,31,0.012995083607010703,0.20629055694385523
LREN3.SA,214,2014-07-30,2014-05-05,2014-07-30,2,5,60,52,1,6.655733942985535,35,1000,3.026636562407017,1.1940409716361662,2.891174554824829,0.44386619329452515,7.806646108627319,1.0431442633271217,5.63370334804058,0.025,0.975,True,False,False,3.629097380578518,3.039340748588929,35,0.012719952422916738,0.20192298479766704
LREN3.SA,343,2017-03-07,2016-12-08,2017-03-07,2,5,60,52,1,5.988473057746887,22,1000,2.9770978325605393,1.1173567881892792,2.8549161553382874,0.6171359419822693,6.7940332889556885,1.0729141741991044,5.3875489860773085,0.025,0.975,True,False,False,3.011375225186348,2.695088316478034,22,0.01890080486162445,0.3000409754569133
LREN3.SA,344,2017-03-14,2016-12-15,2017-03-14,2,5,60,52,1,5.643234848976135,27,1000,3.0060007236003874,1.150328935243032,2.826463222503662,0.3204960823059082,7.213792443275452,1.1395071104168892,5.5081927329301825,0.025,0.975,True,False,False,2.637234125375748,2.2925913141692598,27,0.01914669489885857,0.3039443587872526
LREN3.SA,368,2017-09-01,2017-06-12,2017-09-01,2,5,60,52,1,5.533649325370789,30,1000,2.9405456854104997,1.1193238691266092,2.8552871346473694,0.14235031604766846,7.104830861091614,1.0648065939545632,5.341231280565261,0.025,0.975,True,False,False,2.593103639960289,2.3166696534253726,30,0.01416249862122361,0.22482269577031694
LREN3.SA,388,2018-01-22,2017-10-30,2018-01-22,2,5,60,52,1,5.394348740577698,30,1000,2.9160192826390268,1.1130452441034313,2.8083918690681458,0.4663293957710266,7.045331835746765,1.1059880524873733,5.337351238727569,0.025,0.975,True,False,False,2.478329457938671,2.2266205898350426,30,0.016544171441085737,0.2626305796843797
LREN3.SA,390,2018-02-05,2017-11-13,2018-02-05,2,5,60,52,1,5.3992239236831665,32,1000,2.926592830657959,1.1315966133555757,2.809413433074951,0.542759895324707,7.116827964782715,1.0185267716646194,5.394275543093681,0.025,0.975,True,False,False,2.4726310930252073,2.1850817365854427,32,0.01626442761662014,0.2581897841423272
LREN3.SA,417,2018-08-21,2018-05-28,2018-08-21,2,5,60,52,1,6.243872165679932,32,1000,2.9596947612464426,1.1224211210931063,2.858127534389496,0.34803855419158936,7.0472731590271,1.126270852982998,5.410513940453528,0.025,0.975,True,False,False,3.284177404433489,2.9259761267099873,32,0.020960897357942068,0.33274392999519325
LREN3.SA,418,2018-08-28,2018-06-05,2018-08-28,2,5,60,52,1,6.1614567041397095,32,1000,2.940131043434143,1.1073604266700339,2.8250042498111725,0.2106332778930664,7.34686541557312,1.038164237141609,5.360565122961997,0.025,0.975,True,False,False,3.2213256607055665,2.9090128047942625,32,0.021045603970576733,0.3340886057837973
LREN3.SA,419,2018-09-04,2018-06-12,2018-09-04,2,5,60,52,1,6.4790027141571045,33,1000,2.9384073481559754,1.111598967083429,2.8548596501350403,0.22800016403198242,7.249528646469116,1.0674870595335961,5.436021530628204,0.025,0.975,True,False,False,3.540595366001129,3.1851373299588506,33,0.021415604807698312,0.33996218698325376
LREN3.SA,420,2018-09-12,2018-06-19,2018-09-12,2,5,60,52,1,7.321513891220093,33,1000,2.9473274638056757,1.1464124290392335,2.864309012889862,0.3256388306617737,8.370420575141907,1.121371792256832,5.404560256004333,0.025,0.975,True,False,False,4.374186427414417,3.815543443715333,33,0.021531604145390317,0.34180361938194126
LREN3.SA,421,2018-09-19,2018-06-26,2018-09-19,2,5,60,52,1,7.069833397865295,36,1000,2.9585061342716217,1.1663813144098147,2.8198482990264893,0.5185382962226868,8.454598307609558,1.0746415205299855,5.57780849635601,0.025,0.975,True,False,False,4.111327263593674,3.5248569338355638,36,0.022829946205371394,0.36241416062637266
LREN3.SA,422,2018-09-26,2018-07-03,2018-09-26,2,5,60,52,1,6.305163741111755,36,1000,2.989519402205944,1.1749920479305083,2.8749602138996124,0.46445757150650024,8.167680740356445,1.1047816097736358,5.611382728815078,0.025,0.975,True,False,False,3.3156443389058112,2.8218440667284463,36,0.021801389777809887,0.346086333526024
LREN3.SA,423,2018-10-03,2018-07-11,2018-10-03,2,5,60,52,1,6.007330298423767,34,1000,2.9923585528731347,1.1924614142865757,2.8880803287029266,0.5920543670654297,7.432935476303101,1.0592196971178054,5.636257284879684,0.025,0.975,True,False,False,3.0149717455506324,2.528360003459253,34,0.02334419962309551,0.3705776805513508
LREN3.SA,424,2018-10-10,2018-07-18,2018-10-10,2,5,60,52,1,5.985761046409607,31,1000,2.964274459898472,1.1524222994284319,2.8193163871765137,0.20789778232574463,7.8042216300964355,1.1604194507002832,5.482694694399833,0.025,0.975,True,False,False,3.021486586511135,2.6218570987473124,31,0.024268179575074187,0.3852454075674207
LREN3.SA,635,2023-01-16,2022-10-20,2023-01-16,2,5,60,52,1,6.4114309549331665,27,1000,2.9583509689569474,1.1200271646450295,2.841103732585907,0.4827984571456909,6.929504871368408,1.0975412622094156,5.43141476213932,0.025,0.975,True,False,False,3.453079985976219,3.0830323540149176,27,0.034778478281857525,0.5520912270663356
LREN3.SA,636,2023-01-23,2022-10-27,2023-01-23,2,5,60,52,1,6.448429822921753,28,1000,2.9746439524292945,1.1318519814559151,2.923468589782715,0.4030890464782715,7.160383582115173,1.0875943630933762,5.415338745713234,0.025,0.975,True,False,False,3.4737858704924585,3.069116746188035,28,0.03496070350290327,0.5549839627712806
LREN3.SA,748,2025-04-24,2025-01-27,2025-04-24,2,5,60,52,1,5.609932541847229,26,1000,2.9265853417217733,1.119982167733669,2.797518312931061,0.23869067430496216,7.624131679534912,1.0635453075170518,5.404352495074272,0.025,0.975,True,False,False,2.6833472001254557,2.3958838608612147,26,0.034502106127128784,0.5477039551220437
PETR4.SA,1,2010-04-09,2010-01-12,2010-04-09,3,5,60,48,1,5.379108667373657,26,1000,2.1678989254236223,0.9634035125715865,2.0735726356506348,0.16677260398864746,6.167076110839844,0.6532665744423867,4.300381487607955,0.025,0.975,True,False,False,3.211209741950035,3.3331928937838735,26,0.014954306172940891,0.237392250978718
PETR4.SA,2,2010-04-16,2010-01-19,2010-04-16,3,5,60,48,1,5.511251926422119,31,1000,2.182772874414921,0.9800371927159439,2.0598790049552917,0.22979283332824707,6.1963911056518555,0.5902852505445481,4.424174982309341,0.025,0.975,True,False,False,3.3284790520071983,3.396278301217423,31,0.015096929920464412,0.23965633278071377
PETR4.SA,3,2010-04-26,2010-01-27,2010-04-26,3,5,60,48,1,4.796793460845947,27,1000,2.1950270961523057,0.9986751746527568,2.076813578605652,0.2524619698524475,6.585979223251343,0.5971583932638168,4.491433933377265,0.025,0.975,True,False,False,2.6017663646936415,2.6052178233010403,27,0.014658439642490834,0.23269551541368777
PETR4.SA,11,2010-06-22,2010-03-26,2010-06-22,3,5,60,48,1,4.51586389541626,22,1000,2.141328839033842,0.9796648919959413,2.0375107526779175,0.2385871410369873,6.06099271774292,0.6499970927834511,4.503790989518166,0.025,0.975,True,False,False,2.3745350563824177,2.4238237746221647,22,0.018488640565822206,0.29349807010095647
PETR4.SA,30,2010-11-08,2010-08-12,2010-11-08,3,5,60,48,1,4.654491543769836,22,1000,2.121509408801794,0.9791798057223419,2.0000932812690735,0.20570918917655945,7.053864598274231,0.5689026668667794,4.523074275255203,0.025,0.975,True,False,False,2.5329821349680426,2.5868406600761737,22,0.023386338997757664,0.37124662238590983
PETR4.SA,31,2010-11-16,2010-08-19,2010-11-16,3,5,60,48,1,5.173739910125732,26,1000,2.108234425574541,0.9621054583168677,1.9844704568386078,0.22445273399353027,6.098704099655151,0.6544865220785141,4.2611179620027535,0.025,0.975,True,False,False,3.0655054845511915,3.1862468485669613,26,0.02361241819138445,0.3748355183235648
PETR4.SA,39,2011-01-13,2010-10-18,2011-01-13,3,5,60,48,1,4.976773381233215,26,1000,2.20139694455266,1.0040603561665413,2.035574197769165,0.22428011894226074,5.981747627258301,0.6904447212815285,4.602798175811767,0.025,0.975,True,False,False,2.7753764366805553,2.76415299103813,26,0.017487978963109625,0.27761305961710364
PETR4.SA,40,2011-01-20,2010-10-25,2011-01-20,3,5,60,48,1,5.62359619140625,27,1000,2.2312124079465865,1.0179265110124178,2.064494788646698,0.07874417304992676,7.264495611190796,0.7304855048656463,4.674646949768064,0.025,0.975,True,False,False,3.3923837834596635,3.3326411550924617,27,0.015966870048875894,0.25346620419246807
PETR4.SA,41,2011-01-28,2010-11-01,2011-01-28,3,5,60,48,1,5.289405465126038,24,1000,2.20248827162385,1.0070445354195108,2.0396592020988464,0.06483656167984009,7.169282674789429,0.6734479367733002,4.419678953289985,0.025,0.975,True,False,False,3.0869171935021877,3.0653234141390295,24,0.014405868419154432,0.22868607154201093
PETR4.SA,42,2011-02-04,2010-11-09,2011-02-04,3,5,60,48,1,5.02656614780426,25,1000,2.1853327282071113,1.0092139644505096,2.0502254366874695,0.25879430770874023,6.264100432395935,0.6422873705625535,4.427930295467377,0.025,0.975,True,False,False,2.841233419597149,2.8152934062343515,25,0.013976251689115862,0.22186611738148196
PETR4.SA,43,2011-02-11,2010-11-17,2011-02-11,3,5,60,48,1,6.559372186660767,26,1000,2.171839663386345,1.0219999767620518,2.039316236972809,0.2733432650566101,7.1198965311050415,0.650834695994854,4.557753926515579,0.025,0.975,True,False,False,4.387532523274421,4.2930847583531335,26,0.013228844785834328,0.21000140061594688
PETR4.SA,44,2011-02-18,2010-11-24,2011-02-18,3,5,60,48,1,6.191808700561523,27,1000,2.1517325390577318,1.0192165143782503,2.01202255487442,0.20158496499061584,7.062235355377197,0.5932578310370445,4.469711399078369,0.025,0.975,True,False,False,4.040076161503792,3.9639037481337787,27,0.012550004709990981,0.19922514849195255
PETR4.SA,45,2011-02-25,2010-12-01,2011-02-25,3,5,60,48,1,6.097990393638611,29,1000,2.1567731511592867,1.0059600793169479,2.014088362455368,0.12835121154785156,6.6340906620025635,0.6734487429261208,4.4862520664930345,0.025,0.975,True,False,False,3.941217242479324,3.917866447697836,29,0.012653308366870071,0.20086504320570628
PETR4.SA,46,2011-03-04,2010-12-08,2011-03-04,3,5,60,48,1,6.099650144577026,29,1000,2.1586211887300015,0.9767553165082336,2.0248031616210938,0.19589775800704956,6.938469171524048,0.6669444605708122,4.404464772343635,0.025,0.975,True,False,False,3.941028955847025,4.034816999958253,29,0.01219253768381953,0.1935505353730197
PETR4.SA,47,2011-03-15,2010-12-15,2011-03-15,3,5,60,48,1,5.242168188095093,28,1000,2.1741638099253175,1.008381155448281,2.018015146255493,0.24128872156143188,6.273415923118591,0.6261959291994572,4.423570013046264,0.025,0.975,True,False,False,3.0680043781697752,3.0425046735486423,28,0.012719838826593348,0.20192118151193783
PETR4.SA,48,2011-03-22,2010-12-22,2011-03-22,3,5,60,48,1,5.117209553718567,28,1000,2.1657361038029195,1.0136065478973335,2.004237025976181,0.23929911851882935,6.310019612312317,0.6140430733561516,4.4383613735437395,0.025,0.975,True,False,False,2.9514734499156474,2.9118531801499343,28,0.0121694807972407,0.19318451864564967
PETR4.SA,190,2014-01-31,2013-11-01,2014-01-31,3,5,60,48,1,4.694975852966309,28,1000,2.0903847358822825,0.97126790450511,1.9544102847576141,0.2562391757965088,5.970486879348755,0.5340029001235962,4.326363459229468,0.025,0.975,True,False,False,2.604591117084026,2.6816402611503394,28,0.023049678990063174,0.36590231044546556
PETR4.SA,194,2014-02-28,2013-12-03,2014-02-28,3,5,60,48,1,4.447643280029297,23,1000,2.1254589823931456,1.0029494312181484,2.010508745908737,0.14514243602752686,7.06402587890625,0.564365690946579,4.442841893434524,0.025,0.975,True,False,False,2.3221842976361513,2.3153553163849,23,0.01926394179879541,0.30580559562260956
PETR4.SA,254,2015-05-20,2015-02-23,2015-05-20,3,5,60,48,1,4.802879095077515,21,1000,2.1975616480112077,0.9763271888679856,2.0590935945510864,0.17027974128723145,5.396089553833008,0.6642252415418625,4.398181587457657,0.025,0.975,True,False,False,2.605317447066307,2.6684880609409984,21,0.032737241186767733,0.5196875927431707
PETR4.SA,255,2015-05-27,2015-03-02,2015-05-27,3,5,60,48,1,4.550626158714294,23,1000,2.1841974635720254,0.999446328471403,2.069068342447281,0.16415393352508545,5.851436495780945,0.6482830539345741,4.463620895147324,0.025,0.975,True,False,False,2.366428695142269,2.3677396451709307,23,0.032493922475940136,0.5158250279540987
PETR4.SA,305,2016-06-02,2016-03-08,2016-06-02,3,5,60,48,1,4.69881272315979,23,1000,2.170105847507715,1.016713805267062,2.020105302333832,0.11147883534431458,6.8477030992507935,0.6416990131139756,4.595502582192421,0.025,0.975,True,False,False,2.528706875652075,2.48713734637237,23,0.04522508670929209,0.7179259947247161
PETR4.SA,307,2016-06-16,2016-03-22,2016-06-16,3,5,60,48,1,4.546079158782959,26,1000,2.167558122009039,0.994369523909398,2.0195827186107635,0.1919611096382141,7.681637525558472,0.5828354701399803,4.385143274068832,0.025,0.975,True,False,False,2.37852103677392,2.391989074064421,26,0.03904871437321049,0.6198791234898503
PETR4.SA,309,2016-06-30,2016-04-06,2016-06-30,3,5,60,48,1,5.245490908622742,27,1000,2.156709800809622,1.0003318272340675,2.0176844894886017,0.17136436700820923,6.825883984565735,0.6329571656882763,4.415742474794388,0.025,0.975,True,False,False,3.0887811078131198,3.0877565061122225,27,0.037677963000692385,0.5981191200439501
PETR4.SA,310,2016-07-07,2016-04-13,2016-07-07,3,5,60,48,1,5.284136414527893,26,1000,2.1589683669507505,0.9884814700479153,2.0729928612709045,0.061366498470306396,7.141600728034973,0.6692670628428459,4.298446542024612,0.025,0.975,True,False,False,3.1251680475771426,3.1615848574537813,26,0.03646592252350973,0.578878573954534
PETR4.SA,311,2016-07-14,2016-04-20,2016-07-14,3,5,60,48,1,5.2803953886032104,28,1000,2.1857825772166253,0.9591681275585638,2.080899029970169,0.11944580078125,6.848889589309692,0.6771951213479042,4.228438913822173,0.025,0.975,True,False,False,3.094612811386585,3.226350753817805,28,0.03509753990273085,0.5571561732767516
PETR4.SA,312,2016-07-21,2016-04-28,2016-07-21,3,5,60,48,1,4.983163833618164,22,1000,2.201366046845913,0.9574316495416164,2.1166176199913025,0.13008594512939453,5.831291913986206,0.6240668818354607,4.254385617375372,0.025,0.975,True,False,False,2.781797786772251,2.9054792455462226,22,0.033873425604901496,0.537723961226502
PETR4.SA,371,2017-09-22,2017-07-03,2017-09-22,3,5,60,48,1,5.24021589756012,28,1000,2.200921826869249,1.000081968186893,2.072280377149582,0.10269773006439209,6.2523521184921265,0.6699078097939491,4.550691401958465,0.025,0.975,True,False,False,3.0392940706908704,3.0390449656851466,28,0.018125063345064148,0.28772646064999335
PETR4.SA,372,2017-09-29,2017-07-10,2017-09-29,3,5,60,48,1,6.672927379608154,33,1000,2.2180248732268812,1.0121565642449797,2.0576430559158325,0.12825775146484375,6.3892998695373535,0.6626139134168625,4.420892149209976,0.025,0.975,True,False,False,4.4549025063812735,4.401396645295105,33,0.01804686331859796,0.28648507371470416
