asset,window_id,reference_date,window_start_date,window_end_date,tau,embedding_dimension,n_window_obs,n_embedding_points,homology_dimension,tp_h1_real,n_h1_features_real,surrogate_count,surrogate_mean,surrogate_std,surrogate_median,surrogate_min,surrogate_max,envelope_lower,envelope_upper,lower_quantile,upper_quantile,above_envelope,below_envelope,inside_envelope,distance_to_surrogate_mean,z_score_vs_surrogates,n_h1_features,volatility_window,volatility_annualized
ABEV3.SA,189,2014-01-24,2013-10-25,2014-01-24,3,5,60,48,1,5.760196089744568,32,1000,2.434577447831631,1.0944443071323433,2.2729231119155884,0.3600044250488281,6.830502271652222,0.7211632132530212,5.001051810383795,0.025,0.975,True,False,False,3.325618641912937,3.0386367037960147,32,0.013697104266406478,0.21743478942380004
ABEV3.SA,190,2014-01-31,2013-11-01,2014-01-31,3,5,60,48,1,6.156144618988037,29,1000,2.442120456457138,1.0869722657374932,2.302384525537491,0.30309849977493286,6.501249551773071,0.6971128955483437,4.9586337178945525,0.025,0.975,True,False,False,3.714024162530899,3.4168527381984246,29,0.014097045965653804,0.2237836670745981
ABEV3.SA,230,2014-11-19,2014-08-28,2014-11-19,3,5,60,48,1,4.890487313270569,20,1000,2.4493365272581578,1.0479160786957142,2.3361525535583496,0.3028920888900757,7.6578720808029175,0.7843863740563393,4.786202526092529,0.025,0.975,True,False,False,2.441150786012411,2.3295288961028087,20,0.017335355492241345,0.2751902371282098
ABEV3.SA,231,2014-11-27,2014-09-04,2014-11-27,3,5,60,48,1,4.739325404167175,23,1000,2.4207351620793345,1.015646365393393,2.296632170677185,0.23898810148239136,6.78872811794281,0.8443905159831047,4.654321074485779,0.025,0.975,True,False,False,2.318590242087841,2.2828715989051713,23,0.017575108928527268,0.27899620493852406
ABEV3.SA,234,2014-12-18,2014-09-25,2014-12-18,3,5,60,48,1,5.0766448974609375,26,1000,2.4034088263809683,1.013211085132002,2.3110163807868958,0.230049729347229,6.650781989097595,0.7873047456145287,4.740901285409927,0.025,0.975,True,False,False,2.673236071079969,2.638380205573548,26,0.01781501928120788,0.2828046637193803
ABEV3.SA,475,2019-10-23,2019-08-01,2019-10-23,3,5,60,48,1,4.779133200645447,25,1000,2.4048035130798815,1.0324427586647766,2.2373537123203278,0.34617704153060913,7.166898012161255,0.7787445068359375,4.6772166103124615,0.025,0.975,True,False,False,2.3743296875655653,2.2997204132035423,25,0.012749060600540565,0.2023850627923327
ABEV3.SA,488,2020-01-30,2019-10-31,2020-01-30,3,5,60,48,1,4.924145698547363,29,1000,2.391346890330315,1.0019650379273841,2.244136869907379,0.37974250316619873,8.026723265647888,0.8260686248540878,4.601640447974204,0.025,0.975,True,False,False,2.5327988082170485,2.527831523399531,29,0.012102290413123457,0.19211790436443488
ABEV3.SA,490,2020-02-13,2019-11-14,2020-02-13,3,5,60,48,1,4.954279899597168,26,1000,2.3795274449586867,1.0005664913648158,2.272263079881668,0.34373462200164795,7.13947606086731,0.7021889418363572,4.707267957925795,0.025,0.975,True,False,False,2.5747524546384812,2.573294705408741,26,0.013308251890189242,0.21126194931867603
ABEV3.SA,539,2021-02-11,2020-11-12,2021-02-11,3,5,60,48,1,4.818007588386536,21,1000,2.37362380489707,1.0469961133832704,2.180462598800659,0.3445807695388794,6.265122771263123,0.7609155729413033,4.777656459808349,0.025,0.975,True,False,False,2.4443837834894655,2.3346636651693644,21,0.019909543222407785,0.3160542005002952
ABEV3.SA,540,2021-02-22,2020-11-19,2021-02-22,3,5,60,48,1,4.942181468009949,19,1000,2.3695076355934144,1.0500657158700322,2.2017791271209717,0.13516879081726074,6.211076617240906,0.6660618796944618,4.781205442547797,0.025,0.975,True,False,False,2.5726738324165344,2.4500122168877256,19,0.019577878693695573,0.31078918933025146
ABEV3.SA,544,2021-03-22,2020-12-18,2021-03-22,3,5,60,48,1,4.869882345199585,24,1000,2.4170766972005366,1.0464792679931285,2.2930477261543274,0.30044275522232056,7.502249002456665,0.8147404804825783,4.7992608606815335,0.025,0.975,True,False,False,2.4528056479990483,2.343864539909026,24,0.02029946245774578,0.322243976468924
ABEV3.SA,547,2021-04-13,2021-01-14,2021-04-13,3,5,60,48,1,5.213873744010925,25,1000,2.438266372472048,1.0278524081215865,2.3247600197792053,0.34570062160491943,7.2517547607421875,0.7874060928821565,4.704664966464042,0.025,0.975,True,False,False,2.7756073715388774,2.700394871488734,25,0.018555449536716274,0.2945586296349596
ABEV3.SA,632,2022-12-23,2022-09-28,2022-12-23,3,5,60,48,1,4.834323406219482,27,1000,2.4132302068173885,1.066647239097278,2.2617998123168945,0.32619786262512207,6.629206299781799,0.7347737416625023,4.732464915513992,0.025,0.975,True,False,False,2.421093199402094,2.2698162153882353,27,0.016321030750310748,0.259088331033361
ABEV3.SA,633,2023-01-02,2022-10-05,2023-01-02,3,5,60,48,1,5.109799265861511,24,1000,2.4391231193840506,1.044967211964462,2.315843880176544,0.4039514660835266,6.4663732051849365,0.7783136412501335,4.7943319439888,0.025,0.975,True,False,False,2.6706761464774607,2.5557511430973845,24,0.015125521149651015,0.24011020447334622
ABEV3.SA,664,2023-08-15,2023-05-23,2023-08-15,3,5,60,48,1,6.139476656913757,30,1000,2.3875160607397556,1.0118068696521938,2.2652875781059265,0.35499727725982666,6.654720306396484,0.7774706020951271,4.690176701545713,0.025,0.975,True,False,False,3.7519605961740017,3.7081786146240825,30,0.011688098447102705,0.18554281074164392
ABEV3.SA,665,2023-08-22,2023-05-30,2023-08-22,3,5,60,48,1,5.278163552284241,28,1000,2.3703507403731345,1.0012431259749441,2.2331249117851257,0.25686168670654297,6.252844929695129,0.7725174084305764,4.590404734015464,0.025,0.975,True,False,False,2.907812811911106,2.904202522319113,28,0.0117771073093076,0.18695578262489376
ABEV3.SA,667,2023-09-05,2023-06-14,2023-09-05,3,5,60,48,1,4.731337189674377,22,1000,2.386626238167286,0.9917054608307047,2.30977863073349,0.22526025772094727,6.927123665809631,0.7899862840771675,4.549423784017563,0.025,0.975,True,False,False,2.3447109515070914,2.364321912216797,22,0.011352854687466761,0.18022098104214582
ABEV3.SA,680,2023-12-11,2023-09-14,2023-12-11,3,5,60,48,1,5.074088096618652,23,1000,2.3689433414340018,1.04128948441129,2.2538404166698456,0.2524469494819641,6.229246377944946,0.6400819227099419,4.76833997964859,0.025,0.975,True,False,False,2.7051447551846506,2.5978796441164946,23,0.013840748396969946,0.21971506930439022
ABEV3.SA,681,2023-12-18,2023-09-21,2023-12-18,3,5,60,48,1,6.240244388580322,26,1000,2.339131585150957,1.0373779962465492,2.2322177290916443,0.17495012283325195,6.39025092124939,0.7101412445306778,4.727736124396323,0.025,0.975,True,False,False,3.901112803429365,3.76055094434662,26,0.014500615700794915,0.23019013800973162
ABEV3.SA,682,2023-12-26,2023-09-28,2023-12-26,3,5,60,48,1,5.014081120491028,18,1000,2.310885607242584,1.0579814762681596,2.178863048553467,0.18615078926086426,6.16546893119812,0.7054612010717393,4.9613904565572735,0.025,0.975,True,False,False,2.7031955132484438,2.5550499454711457,18,0.01429392319616058,0.2269089962189905
ABEV3.SA,683,2024-01-04,2023-10-05,2024-01-04,3,5,60,48,1,5.009791970252991,19,1000,2.310849057942629,1.046574134188594,2.1952332258224487,0.2321333885192871,6.0366281270980835,0.6868526443839074,4.84094209074974,0.025,0.975,True,False,False,2.6989429123103617,2.578835864697578,19,0.014292492804125773,0.22688628944938197
ITUB4.SA,46,2011-03-04,2010-12-08,2011-03-04,2,5,60,52,1,6.950633406639099,30,1000,2.8083857781887054,1.0874205706550675,2.734456568956375,0.39144426584243774,6.808762907981873,1.0054694429039954,5.190540930628776,0.025,0.975,True,False,False,4.142247628450393,3.809241557712195,30,0.016028257083577545,0.2544406931577336
ITUB4.SA,47,2011-03-15,2010-12-15,2011-03-15,2,5,60,52,1,6.1297948360443115,27,1000,2.7981081055998804,1.0887032431053278,2.6642280220985413,0.3574368953704834,7.379588007926941,1.0506796389818192,5.058075284957885,0.025,0.975,True,False,False,3.331686730444431,3.060234045910804,27,0.017497947464723797,0.2777713046743939
ITUB4.SA,48,2011-03-22,2010-12-22,2011-03-22,2,5,60,52,1,6.624487042427063,27,1000,2.8071658792197702,1.1181574143556,2.705063581466675,0.17122435569763184,7.810801267623901,0.9947342604398728,5.144223022460937,0.025,0.975,True,False,False,3.8173211632072928,3.413938962616668,27,0.01794044432328394,0.2847957245364587
ITUB4.SA,49,2011-03-29,2010-12-30,2011-03-29,2,5,60,52,1,5.254804730415344,32,1000,2.845130515128374,1.1005962882536604,2.7670759558677673,0.09904789924621582,6.555971384048462,1.0221452176570893,5.152761241793631,0.025,0.975,True,False,False,2.4096742152869703,2.189426078394696,32,0.017359363738926346,0.275571356229069
ITUB4.SA,51,2011-04-12,2011-01-14,2011-04-12,2,5,60,52,1,5.640291094779968,25,1000,2.8307957442998886,1.1213794650430977,2.713429570198059,0.5990703105926514,7.581333756446838,1.0233027040958405,5.506730723381041,0.025,0.975,True,False,False,2.8094953504800797,2.505392187088162,25,0.01745645859712836,0.27711268931938265
ITUB4.SA,186,2014-01-03,2013-10-04,2014-01-03,2,5,60,52,1,5.417734622955322,28,1000,2.9098639431595803,1.1521767474985447,2.79084974527359,0.3745977282524109,8.197228789329529,1.0324197545647622,5.370023694634436,0.025,0.975,True,False,False,2.507870679795742,2.1766371220739376,28,0.014202047076517866,0.2254505080349891
